title,equation_latex,main_category,notes
Interest Rate Swap Fixed Leg,P \times V_{f \times ix \times ed} = s \times um_{i=1}^{n} (N * R_{f \times ix \times ed} * d \times el \times ta_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the present value of the fixed leg of an interest rate swap. PV_fixed represents the present value
Interest Rate Swap Floating Leg,P \times V_{f \times lo \times at} = s \times um_{i=1}^{n} (N * R_{f \times lo \times at},Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Swaps
Swap Value at Inception,V_{s \times wa \times p} = P \times V_{f \times ix \times ed} - P \times V_{f \times lo \times at},Fixed Income Derivatives,This equation calculates the value of a swap at inception. V_swap represents the swap value
Par Swap Rate,R_{s \times wa \times p} = (1 - D \times F_{n}) / (s \times um_{i=1}^{n} d \times el \times ta_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the par swap rate (the fixed rate that makes the swap value zero at inception). R_swap represents the par swap rate
Swap Value After Inception,V_{s \times wa \times p} = P \times V_{f \times ix \times ed} - P \times V_{f \times lo \times at},Fixed Income Derivatives,This equation calculates the value of an existing swap. V_swap represents the current swap value
Swap DV01,D \times V01_{s \times wa \times p} = s \times um_{i=1}^{n} (d \times el \times ta_{i} * D \times F_{i} * N) - s \times um_{i=1}^{n} (d \times el \times ta_{i} * D \times F_{i} * N),Fixed Income Derivatives,This equation calculates the DV01 (dollar value of a 01 basis point change) of a swap. DV01_swap represents the sensitivity of the swap value to a 1 bp change in rates. For a par swap
Swap Duration,D_{s \times wa \times p} = (s \times um_{i=1}^{n} t_{i} * d \times el \times ta_{i} * D \times F_{i}) / (s \times um_{i=1}^{n} d \times el \times ta_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the duration of a swap. D_swap represents the swap duration Duration is the primary measure of interest rate sensitivity in fixed income.
Swap Convexity,C \times on \times v_{s \times wa \times p} = (s \times um_{i=1}^{n} t_{i}^{2} * d \times el \times ta_{i} * D \times F_{i}) / (s \times um_{i=1}^{n} d \times el \times ta_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the convexity of a swap. Conv_swap represents the swap convexity Convexity captures the second-order effect in price-yield relationships.
Forward Rate Agreement Payoff,P \times ay \times of \times f = N * (F \times RA_{r \times at \times e} - L) * d \times el \times ta * __A \times BB \times R0__,Fixed Income Derivatives,This equation gives the payoff of a Forward Rate Agreement (FRA). Payoff represents the FRA payoff
Swap Spread,S \times pr \times ea \times d = R_{s \times wa \times p} - R_{t \times re \times as \times ur \times y},Fixed Income Derivatives,This equation calculates the swap spread. Spread represents the difference between the swap rate and the treasury rate of the same maturity. The swap spread reflects credit risk and liquidity differences between the swap market and the treasury market.
Cross-Currency Swap,P \times V_{d \times om \times es \times ti \times c} = s \times um_{i=1}^{n} (N_{d \times om \times es \times ti \times c} * R_{d \times om \times es \times ti \times c} * d \times el \times ta_{i} * D \times F_{d \times om \times es \times ti \times c},Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Swaps
Cross-Currency Swap FX Leg,P \times V_{f \times or \times ei \times gn} = X_{0} * s \times um_{i=1}^{n} (N_{f \times or \times ei \times gn} * R_{f \times or \times ei \times gn} * d \times el \times ta_{i} * D \times F_{f \times or \times ei \times gn},Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Swaps
Cross-Currency Swap Value,V_{c \times cs} = P \times V_{d \times om \times es \times ti \times c} - P \times V_{f \times or \times ei \times gn},Fixed Income Derivatives,This equation calculates the value of a cross-currency swap. V_ccs represents the swap value
Asset Swap,S \times pr \times ea \times d = (B \times on \times d P \times ri \times ce - P \times ar) / D \times V01_{b \times on \times d},Fixed Income Derivatives,This equation calculates the asset swap spread. Spread represents the spread that makes the bond price equal to par when combined with an interest rate swap. Asset swaps are used to convert fixed-rate bonds to floating-rate exposure.
Total Return Swap,P \times ay \times of \times f = (B \times on \times d R \times et \times ur \times n + C \times ou \times po \times n - L \times IB \times OR - S \times pr \times ea \times d) * N,Fixed Income Derivatives,This equation gives the payoff of a total return swap. Payoff represents the periodic payment
Inflation Swap,P \times ay \times of \times f = N * (I \times nf \times la \times ti \times on_{i \times nd \times ex} - F \times ix \times ed_{r \times at \times e}) * d \times el \times ta,Fixed Income Derivatives,This equation gives the payoff of an inflation swap. Payoff represents the periodic payment
Amortizing Swap,__A \times BB \times R0__ = s \times um_{i=1}^{n} (N_{i} * R * d \times el \times ta_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the present value of an amortizing swap. PV represents the present value
Accreting Swap,__A \times BB \times R0__ = s \times um_{i=1}^{n} (N_{i} * R * d \times el \times ta_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the present value of an accreting swap. PV represents the present value
Forward Swap Rate,F_{s \times wa \times p} = (D \times F_{t} - D \times F_{T}) / (s \times um_{i=t}^{T} d \times el \times ta_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the forward swap rate for a swap starting at time t and ending at time T. F_swap represents the forward swap rate
Caplet Payoff,P \times ay \times of \times f = N * d \times el \times ta * m \times ax \t \times im \times es (L - K,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Cap Price,C = s \times um_{i=1}^{n} C \times ap \times le \times t_{i},Fixed Income Derivatives,This equation calculates the price of a cap as the sum of caplet prices. C represents the cap price
Caplet Price (Black Model),C \times ap \times le \times t = N * d \times el \times ta * __A \times BB \times R0__ * [F * N \t \times im \times es (d_{1}) - K * N \t \times im \times es (d_{2})],Fixed Income Derivatives,This equation prices a caplet using the Black model. Caplet represents the caplet price
Black Model d_1,d_{1} = (l \times n \t \times im \times es (F/K) + 0.5 * s \times ig \times ma^{2} * T) / (s \times ig \times ma * s \times qr \times t \t \times im \times es (T)),Fixed Income Derivatives,This equation defines the d_1 parameter in the Black model for interest rate options. d_1 combines the moneyness (ln(F/K))
Black Model d_2,d_{2} = d_{1} - s \times ig \times ma * s \times qr \times t \t \times im \times es (T),Fixed Income Derivatives,This equation defines the d_2 parameter in the Black model. d_2 is simply d_1 minus sigma * sqrt(T). d_2 represents the probability that the option will be in the money under the forward measure.
Floorlet Payoff,P \times ay \times of \times f = N * d \times el \times ta * m \times ax \t \times im \times es (K - L,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Floor Price,F = s \times um_{i=1}^{n} F \times lo \times or \times le \times t_{i},Fixed Income Derivatives,This equation calculates the price of a floor as the sum of floorlet prices. F represents the floor price
Collar Price,C \times ol \times la \times r = C \times ap - F \times lo \times or,Fixed Income Derivatives,This equation calculates the price of a collar. Collar represents the collar price
Swaption Payoff (Payer),P \times ay \times of \times f = m \times ax \t \times im \times es (R_{s \times wa \times p} - K,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Swaption Price (Black Model),S \times wa \times pt \times io \times n = N * (R_{s \times wa \times p} * N \t \times im \times es (d_{1}) - K * N \t \times im \times es (d_{2})) * s \times um_{i=1}^{n} d \times el \times ta_{i} * D \times F_{i},Fixed Income Derivatives,This equation prices a European swaption using the Black model. Swaption represents the swaption price
Receiver Swaption Payoff,P \times ay \times of \times f = m \times ax \t \times im \times es (K - R_{s \times wa \times p},Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Bond Option Payoff (Call),P \times ay \times of \times f = m \times ax \t \times im \times es (B_{T} - K,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Bond Option Price (Black Model),C = __A \times BB \times R0__ * [F * N \t \times im \times es (d_{1}) - K * N \t \times im \times es (d_{2})],Fixed Income Derivatives,This equation prices a European bond option using the Black model. C represents the call option price
Callable Bond Pricing,B = B_{n \times on \times ca \times ll \times ab \times le} - C_{o \times pt \times io \times n},Fixed Income Derivatives,This equation prices a callable bond. B represents the callable bond price
Puttable Bond Pricing,B = B_{n \times on \times pu \times tt \times ab \times le} + P_{o \times pt \times io \times n},Fixed Income Derivatives,This equation prices a puttable bond. B represents the puttable bond price
Vasicek Model,d \times r = a \t \times im \times es (b - r)d \times t + s \times ig \times ma * d \times W,Fixed Income Derivatives,This is the Vasicek one-factor short rate model. dr represents the change in the short rate
Vasicek Zero-Coupon Bond Price,P \t \times im \times es (t,Fixed Income Derivatives,T) * exp(-B(t
Vasicek B(t,T),Fixed Income Derivatives,T) = (1 - exp(-a(T-t))) / a
Vasicek A(t,T),Fixed Income Derivatives,T) = exp((B(t
Vasicek Bond Option Price,C = P \t \times im \times es (0,Fixed Income Derivatives,t) * N(h_2)
CIR Model,d \times r = a \t \times im \times es (b - r)d \times t + s \times ig \times ma * s \times qr \times t \t \times im \times es (r) * d \times W,Fixed Income Derivatives,This is the Cox-Ingersoll-Ross (CIR) one-factor short rate model. The model is similar to Vasicek but with a square-root diffusion term that prevents negative interest rates. The CIR model is widely used for its realistic properties and analytical tractability.
CIR Zero-Coupon Bond Price,P \t \times im \times es (t,Fixed Income Derivatives,T) * exp(-B(t
Hull-White Model,d \times r = (t \times he \times ta \t \times im \times es (t) - a * r)d \times t + s \times ig \times ma * d \times W,Fixed Income Derivatives,This is the Hull-White extension of the Vasicek model with time-dependent parameters. theta(t) is a time-dependent function chosen to match the initial yield curve exactly. This flexibility makes Hull-White popular for calibration to market data.
Hull-White Theta Function,t \times he \times ta \t \times im \times es (t) = f_{t}(0,Fixed Income Derivatives,t) + (sigma^2 / 2a) * (1 - exp(-2at))
Hull-White Bond Price,P \t \times im \times es (t,Fixed Income Derivatives,T) * exp(-B(t
Hull-White Bond Option Price,C = P \t \times im \times es (0,Fixed Income Derivatives,t) * N(h_2)
HJM Framework,d \times f \t \times im \times es (t,Fixed Income Derivatives,T)dt + sigma(t
HJM No-Arbitrage Condition,m \times u \t \times im \times es (t,Fixed Income Derivatives,T) * integral_t^T sigma(t
HJM Short Rate,r \t \times im \times es (t) = f \t \times im \times es (t,Fixed Income Derivatives,t) + integral_0^t (mu(s
LIBOR Market Model,d \times L_{i}(t) = L_{i}(t) * m \times u_{i}(t)d \times t + L_{i}(t) * s \times ig \times ma_{i}(t) * d \times W_{i}(t),Fixed Income Derivatives,This is the LIBOR Market Model (LMM) for forward LIBOR rates. dL_i(t) represents the change in the i-th forward LIBOR rate
LMM Correlation,E[d \times W_{i}(t) * d \times W_{j}(t)] = r \times ho_{i \times j} d \times t,Fixed Income Derivatives,This equation defines the correlation structure in the LIBOR Market Model. rho_{ij} represents the correlation between the Wiener processes driving different forward rates. Correlation is crucial for pricing multi-period derivatives like swaptions.
LMM Caplet Price,C \times ap \times le \times t = N * d \times el \times ta * P \t \times im \times es (0,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Models
LMM Swaption Pricing,S = s \times um_{i=1}^{n} w_{i} * C \times ap \times le \times t_{i},Fixed Income Derivatives,This equation approximates a swaption price as a weighted sum of caplets in the LIBOR Market Model. S represents the swaption price
Gaussian HJM,d \times f \t \times im \times es (t,Fixed Income Derivatives,T) * dW
Gaussian HJM Bond Price,P \t \times im \times es (t,Fixed Income Derivatives,u) du - 0.5 * integral_t^T integral_t^T sigma(t
SABR Model,d \times F = a \times lp \times ha * F^{b}e \times ta * d \times W,Fixed Income Derivatives,This is the Stochastic Alpha Beta Rho (SABR) model for forward rates. dF represents the change in the forward rate
SABR Volatility,s \times ig \times ma_{B \times SM}(F,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Models
SABR z Parameter,z = (a \times lp \times ha / s \times ig \times ma) * l \times n \t \times im \times es (F/K),Fixed Income Derivatives,This equation defines the z parameter in the SABR volatility formula. z combines the log-moneyness ln(F/K) with the volatility parameters alpha and sigma. The z parameter is used in the SABR volatility calculation.
SABR x(z) Function,x \t \times im \times es (z) = l \times n \t \times im \times es ((s \times qr \times t \t \times im \times es (1 - 2 * r \times ho * z + z^{2}) + z - r \times ho) / (1 - r \times ho)),Fixed Income Derivatives,This equation defines the x(z) function in the SABR model. x(z) is a transformation that ensures the volatility formula is well-behaved. rho is the correlation parameter between the forward rate and volatility.
Swap Rate Dynamics,d \times S = m \times u_{S} d \times t + s \times ig \times ma_{S} * d \times W,Fixed Income Derivatives,This equation models the dynamics of the swap rate. dS represents the change in the swap rate
Cheyette Model,d \times r = (t \times he \times ta \t \times im \times es (t) - a * r)d \times t + s \times ig \times ma * d \times W,Fixed Income Derivatives,This is the Cheyette model
Quadratic Gaussian Model,r \t \times im \times es (t) = x \t \times im \times es (t)^{2} + y \t \times im \times es (t),Fixed Income Derivatives,This is the Quadratic Gaussian model
Quadratic Gaussian Bond Price,P \t \times im \times es (t,Fixed Income Derivatives,T))) * exp(-0.5 * (C(t
Flesaker-Hughston Model,P \t \times im \times es (0,Fixed Income Derivatives,u) du - 0.5 * integral_0^T integral_0^T sigma(u
Market Model of Bond Prices,d \times P_{i}(t)/P_{i}(t) = r \t \times im \times es (t)d \times t + s \times ig \times ma_{i}(t) * d \times W_{i}(t),Fixed Income Derivatives,This equation models the dynamics of bond prices directly. dP_i(t)/P_i(t) represents the return on bond i
Rational Lognormal Model,r \t \times im \times es (t) = (a \times lp \times ha \t \times im \times es (t) + b \times et \times a \t \times im \times es (t) * x \t \times im \times es (t))^{2},Fixed Income Derivatives,This is the Rational Lognormal model
Forward Swap Rate,S \t \times im \times es (t,Fixed Income Derivatives,T_0) - P(t
Swap Annuity,A \t \times im \times es (t,Fixed Income Derivatives,T_i)
Swaption Delta,D \times el \times ta_{s \times wa \times pt \times io \times n} = N \t \times im \times es (d_{1}) * A \t \times im \times es (t,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Swaption Vega,V \times eg \times a_{s \times wa \times pt \times io \times n} = A \t \times im \times es (t,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Cap Delta,D \times el \times ta_{c \times ap} = s \times um_{i=1}^{n} d \times el \times ta_{i} * P \t \times im \times es (0,Fixed Income Derivatives,i})
Cap Vega,V \times eg \times a_{c \times ap} = s \times um_{i=1}^{n} N * d \times el \times ta_{i} * P \t \times im \times es (0,Fixed Income Derivatives,i}) * sqrt(T_i)
CMS Rate,C \times MS = E_{Q}[S \t \times im \times es (T,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Swaps
Convexity Adjustment,C \times MS_{a \times dj} = S \t \times im \times es (0,Fixed Income Derivatives,T_n)^2 * sigma_S^2 * T Convexity captures the second-order effect in price-yield relationships.
