title,equation_latex,main_category,notes
Zero-Coupon Bond Price,\text{P} = \text{F} / (1 + y)^{\text{T}},Fixed Income Securities,This equation calculates the price of a zero-coupon bond. P represents the bond price
Zero-Coupon Bond Price (Continuous),\text{P} = \text{F} * e^{-y \times \text{T}},Fixed Income Securities,This equation calculates the price of a zero-coupon bond using continuous compounding. P represents the bond price
Coupon Bond Price,\text{P} = s \times um_{t=1}^{n} (\text{C} / (1 + y)^{t}) + (\text{F} / (1 + y)^{n}),Fixed Income Securities,This equation calculates the price of a coupon bond. P represents the bond price
Coupon Bond Price (Annual),\text{P} = \text{C}/y * (1 - 1/(1 + y)^{n}) + \text{F}/(1 + y)^{n},Fixed Income Securities,This equation calculates the price of an annual coupon bond using the annuity formula. P represents the bond price
Coupon Bond Price (Semi-Annual),\text{P} = \text{C}/y/2 * (1 - 1/(1 + y/2)^{2 \times n}) + \text{F}/(1 + y/2)^{2 \times n},Fixed Income Securities,This equation calculates the price of a semi-annual coupon bond. P represents the bond price
Bond Price Between Coupon Dates,\text{P} = (\text{C}/y) * (1 - 1/(1 + y)^{n}) + \text{F}/(1 + y)^{n} + \text{C} * (1 - f),Fixed Income Securities,This equation calculates the bond price between coupon dates
Accrued Interest,A \times \text{I} = \text{C} * (D \times ay \times s s \times in \times ce l \times as \times t c \times ou \times po \times n / D \times ay \times s i \times n c \times ou \times po \times n p \times er \times io \times d),Fixed Income Securities,"This equation calculates the accrued interest on a bond between coupon dates. AI represents the accrued interest This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Dirty Price,D \times \text{P} = \text{C} \times le \times an \text{P} \times ri \times ce + A \times cc \times ru \times ed \text{I} \times nt \times er \times es \times t,Fixed Income Securities,This equation expresses the relationship between dirty price and clean price. DP represents the dirty price (full price)
Yield to Maturity (Zero-Coupon),y = (\text{F}/\text{P})^{1/\text{T}} - 1,Fixed Income Securities,This equation calculates the yield to maturity for a zero-coupon bond. y represents the yield to maturity as a decimal
Yield to Maturity (Coupon Bond),\text{P} = s \times um_{t=1}^{n} \text{C}/(1 + y)^{t} + \text{F}/(1 + y)^{n},Fixed Income Securities,This equation defines the yield to maturity for a coupon bond. y represents the yield to maturity that equates the present value of all cash flows to the current price P. The YTM for coupon bonds must be solved numerically (e.g.
Current Yield,\text{C} \times Y = \text{C} / \text{P},Fixed Income Securities,This equation calculates the current yield of a bond. CY represents the current yield
Yield to Call (First Call),\text{P} = s \times um_{t=1}^{n_{c}} \text{C}/(1 + y_{t \times c})^{t} + F_{c}/(1 + y_{t \times c})^{n_{c}},Fixed Income Securities,This equation calculates the yield to call for a callable bond. y_{tc} represents the yield to call
Yield to Worst,Y \times TW = m \times in \times (Y \times TM,Fixed Income Securities, YTC_2
Zero-Coupon Yield Curve,r_{t} = -l \times n \times (P_{t}) / t,Fixed Income Securities,This equation extracts the zero-coupon yield curve from zero-coupon bond prices. r_t represents the continuously compounded zero rate for maturity t
Par Yield,y_{p}a \times r = (1 - P_{\text{T}}) / (s \times um_{t=1}^{\text{T}} P_{t}),Fixed Income Securities,This equation calculates the par yield from zero-coupon discount factors. y_par represents the par yield (coupon rate that prices the bond at par)
Forward Rate from Spot Rates,F_{t,Fixed Income Securities,Fixed Income - Yield Curve Analysis
Forward Rate (Continuous),F_{t,Fixed Income Securities,Fixed Income - Yield Curve Analysis
Instantaneous Forward Rate,f \times (t) = r \times (t) + t * d \times r \times (t)/d \times t,Fixed Income Securities,This equation defines the instantaneous forward rate. f(t) represents the instantaneous forward rate for time t
Spot Rate from Forward Rates,r_{0},Fixed Income Securities,Fixed Income - Yield Curve Analysis
Nelson-Siegel Yield Curve,y \times (t) = b \times et \times a_{0} + b \times et \times a_{1} * (1 - e^{-t/t \times au})/(t/t \times au) + b \times et \times a_{2} * ((1 - e^{-t/t \times au})/(t/t \times au) - e^{-t/t \times au}),Fixed Income Securities,This is the Nelson-Siegel parameterization of the yield curve. y(t) represents the yield at time t
Nelson-Siegel-Svensson Extension,y \times (t) = b \times et \times a_{0} + b \times et \times a_{1} * (1 - e^{-t/t \times au_{1}})/(t/t \times au_{1}) + b \times et \times a_{2} * ((1 - e^{-t/t \times au_{1}})/(t/t \times au_{1}) - e^{-t/t \times au_{1}}) + b \times et \times a_{3} * ((1 - e^{-t/t \times au_{2}})/(t/t \times au_{2}) - e^{-t/t \times au_{2}}),Fixed Income Securities,This is the Nelson-Siegel-Svensson extension with an additional hump term. y(t) represents the yield at time t
Yield Curve Steepness,\text{S} \times lo \times pe = y_{10 \times y} - y_{2 \times y},Fixed Income Securities,This equation measures the steepness of the yield curve. Slope represents the difference between the 10-year yield and the 2-year yield. A positive slope indicates an upward-sloping yield curve (normal)
Yield Curve Curvature,\text{C} \times ur \times va \times tu \times re = 2 * y_{10 \times y} - y_{2 \times y} - y_{30 \times y},Fixed Income Securities,This equation measures the curvature (hump) of the yield curve. Curvature captures the non-linearity of the yield curve shape. A positive curvature indicates a hump-shaped yield curve
Butterfly Spread,B \times ut \times te \times rf \times ly = y_{10 \times y} - (y_{2 \times y} + y_{30 \times y})/2,Fixed Income Securities,This equation calculates the butterfly spread of the yield curve. Butterfly measures the deviation of the intermediate yield from the average of the short and long yields. It's a key measure for yield curve strategies and relative value analysis.
Macaulay Duration,D_{m}a \times c = s \times um_{t=1}^{n} (t * \text{C} \times F_{t} / (1 + y)^{t}) / \text{P},Fixed Income Securities,"This equation calculates the Macaulay duration of a bond. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Macaulay Duration (Zero-Coupon),D_{m}a \times c = \text{T},Fixed Income Securities,"This equation shows that the Macaulay duration of a zero-coupon bond equals its time to maturity. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Macaulay Duration (Perpetuity),D_{m}a \times c = (1 + y) / y,Fixed Income Securities,"This equation calculates the Macaulay duration of a perpetuity. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Modified Duration,D_{m}o \times d = D_{m}a \times c / (1 + y),Fixed Income Securities,"This equation calculates the modified duration from Macaulay duration. D_mod represents the modified duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Modified Duration (Approximation),D_{m}o \times d ≈ -(P_- - P_+) / (2 * \text{P} * d \times y),Fixed Income Securities,"This equation approximates modified duration using finite differences. D_mod represents the modified duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Dollar Duration,D \times D = -D_{m}o \times d * \text{P},Fixed Income Securities,"This equation calculates the dollar duration (also called PV01 or DV01). DD represents the dollar duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Price Value of a Basis Point,\text{P} \times V01 = -(\text{P} \times (y + 0.0001) - \text{P} \times (y - 0.0001)) / 2,Fixed Income Securities,This equation calculates the price value of a basis point (PV01). PV01 represents the price change for a 1 basis point (0.01%) change in yield. PV01 is a standard risk measure used in fixed income markets and is equivalent to dollar duration scaled by 0.0001.
Effective Duration,D_{e}f \times f = -(P_- - P_+) / (2 * \text{P} * d \times y),Fixed Income Securities,"This equation calculates the effective duration for bonds with embedded options. D_eff represents the effective duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Key Rate Duration,\text{K} \times RD_{i} = -(\text{P} \times (y + d \times y_{i}) - \text{P} \times (y - d \times y_{i})) / (2 * \text{P} * d \times y_{i}),Fixed Income Securities,"This equation calculates the key rate duration for a specific key rate. KRD_i represents the key rate duration for key rate i Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Convexity,\text{C} \times on \times v = s \times um_{t=1}^{n} (t \times (t+1) * \text{C} \times F_{t} / (1 + y)^{t+2}) / \text{P},Fixed Income Securities,"This equation calculates the convexity of a bond. Conv represents convexity Convexity captures the second-order effect in price-yield relationships, accounting for the curvature that makes bond prices rise more for yield drops than they fall for equivalent yield increases. This curvature adjustment improves price estimates for large yield changes beyond what duration alone can predict."
Convexity (Zero-Coupon),\text{C} \times on \times v = \text{T} \times (\text{T}+1) / (1 + y)^{2},Fixed Income Securities,"This equation calculates the convexity of a zero-coupon bond. Conv represents the convexity Convexity captures the second-order effect in price-yield relationships, accounting for the curvature that makes bond prices rise more for yield drops than they fall for equivalent yield increases. This curvature adjustment improves price estimates for large yield changes beyond what duration alone can predict."
Convexity (Perpetuity),\text{C} \times on \times v = 2 \times (1 + y) / y^{2},Fixed Income Securities,"This equation calculates the convexity of a perpetuity. Conv represents the convexity Convexity captures the second-order effect in price-yield relationships, accounting for the curvature that makes bond prices rise more for yield drops than they fall for equivalent yield increases. This curvature adjustment improves price estimates for large yield changes beyond what duration alone can predict."
Effective Convexity,\text{C} \times on \times v_{e}f \times f = (P_+ + P_- - 2 \times \text{P}) / (\text{P} * d \times y^{2}),Fixed Income Securities,"This equation calculates the effective convexity for bonds with embedded options. Conv_eff represents the effective convexity Convexity captures the second-order effect in price-yield relationships, accounting for the curvature that makes bond prices rise more for yield drops than they fall for equivalent yield increases. This curvature adjustment improves price estimates for large yield changes beyond what duration alone can predict."
