title,equation_latex,main_category,notes
Call Option Payoff at Expiration,\text{P} \times ay \times of \times f_{\text{C}} = m \times ax \times (S_{\text{T}} - \text{K},Equity Derivatives,"Equity Derivatives - Options Fundamentals Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Put Option Payoff at Expiration,\text{P} \times ay \times of \times f_{\text{P}} = m \times ax \times (\text{K} - S_{\text{T}},Equity Derivatives,"Equity Derivatives - Options Fundamentals Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Call Option Profit at Expiration,\text{P} \times ro \times fi \times t_{\text{C}} = m \times ax \times (S_{\text{T}} - \text{K},Equity Derivatives,"Equity Derivatives - Options Fundamentals Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Put Option Profit at Expiration,\text{P} \times ro \times fi \times t_{\text{P}} = m \times ax \times (\text{K} - S_{\text{T}},Equity Derivatives,"Equity Derivatives - Options Fundamentals Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Intrinsic Value (Call),\text{I} \times V_{\text{C}} = m \times ax \times (S_{0} - \text{K},Equity Derivatives,Equity Derivatives - Options Fundamentals
Intrinsic Value (Put),\text{I} \times V_{\text{P}} = m \times ax \times (\text{K} - S_{0},Equity Derivatives,Equity Derivatives - Options Fundamentals
Time Value,\text{T} \times \text{V} = O \times pt \times io \times n \text{P} \times ri \times ce - \text{I} \times nt \times ri \times ns \times ic \text{V} \times al \times ue,Equity Derivatives,"This equation calculates the time value of an option. TV represents the time value This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Put-Call Parity,\text{C} + \text{K} * e^{-r \times \text{T}} = \text{P} + S_{0},Equity Derivatives,This is the fundamental put-call parity relationship for European options on non-dividend paying stocks. C represents the call price
Put-Call Parity with Dividends,\text{C} + \text{K} * e^{-r \times \text{T}} = \text{P} + S_{0} * e^{-q \times \text{T}},Equity Derivatives,This is the put-call parity for European options on dividend-paying stocks. The terms are the same as basic put-call parity
Lower Bound for European Call,\text{C} >= m \times ax \times (S_{0} - \text{K} * e^{-r \times \text{T}},Equity Derivatives,Equity Derivatives - Options Fundamentals
Lower Bound for European Put,\text{P} >= m \times ax \times (\text{K} * e^{-r \times \text{T}} - S_{0},Equity Derivatives,Equity Derivatives - Options Fundamentals
Upper Bound for European Call,\text{C} <= S_{0},Equity Derivatives,This equation gives the upper bound for a European call option price. C represents the call price
Upper Bound for European Put,\text{P} <= \text{K} * e^{-r \times \text{T}},Equity Derivatives,This equation gives the upper bound for a European put option price. P represents the put price
American Call on Non-Dividend Stock,C_{A}m \times er \times ic \times an = C_{\text{E}}u \times ro \times pe \times an,Equity Derivatives,This equation states that for American calls on non-dividend paying stocks
American Put on Non-Dividend Stock,P_{A}m \times er \times ic \times an >= P_{\text{E}}u \times ro \times pe \times an,Equity Derivatives,This equation states that American puts can be worth more than European puts. P_American represents the American put price
Black-Scholes Call Formula,\text{C} = S_{0} * N \times (d_{1}) - \text{K} * e^{-r \times \text{T}} * N \times (d_{2}),Equity Derivatives,This is the famous Black-Scholes formula for pricing a European call option. C represents the call price
Black-Scholes Put Formula,\text{P} = \text{K} * e^{-r \times \text{T}} * N \times (-d_{2}) - S_{0} * N \times (-d_{1}),Equity Derivatives,This is the Black-Scholes formula for pricing a European put option. P represents the put price
Black-Scholes d_1,d_{1} = (l \times n \times (S_{0}/\text{K}) + (r + s \times ig \times ma^{2}/2) * \text{T}) / (s \times ig \times ma * s \times qr \times t \times (\text{T})),Equity Derivatives,This equation defines the d_1 parameter in the Black-Scholes formula. d_1 combines the moneyness of the option (ln(S_0/K))
Black-Scholes d_2,d_{2} = d_{1} - s \times ig \times ma * s \times qr \times t \times (\text{T}),Equity Derivatives,This equation defines the d_2 parameter in the Black-Scholes formula. d_2 is simply d_1 minus sigma * sqrt(T). d_2 represents the probability that the option will be in the money at expiration under the risk-neutral measure.
