title,equation_latex,main_category,notes
Probability of Default,\text{P} \times D = \text{P} \times (d \times ef \times au \times lt d \times ur \times in \times g p \times er \times io \times d \text{T}),Credit Derivatives,This equation defines the probability of default. PD represents the probability that a borrower will default within a specified time period T. PD is a fundamental credit risk metric used in pricing credit derivatives and calculating credit risk capital requirements.
Cumulative Default Probability,\text{C} \times DP \times (\text{T}) = 1 - e \times xp \times (-l \times am \times bd \times a * \text{T}),Credit Derivatives,This equation calculates the cumulative probability of default assuming constant hazard rate. CDP(T) represents the cumulative default probability by time T
Hazard Rate,l \times am \times bd \times a = -l \times n \times (1 - \text{P} \times D) / \text{T},Credit Derivatives,This equation calculates the hazard rate from the probability of default. lambda represents the hazard rate
Survival Probability,Q \times (\text{T}) = e \times xp \times (-i \times nt \times eg \times ra \times l_{0}^{\text{T}} l \times am \times bd \times a \times (t) d \times t),Credit Derivatives,This equation calculates the survival probability (probability of no default). Q(T) represents the probability of surviving to time T without default
Loss Given Default,L \times GD = 1 - R \times ec \times ov \times er \times y R \times at \times e,Credit Derivatives,This equation calculates the loss given default. LGD represents the percentage loss incurred if default occurs
Exposure at Default,\text{E} \times AD = N \times ot \times io \times na \times l * \text{C} \times ur \times re \times nt \text{E} \times xp \times os \times ur \times e,Credit Derivatives,This equation calculates the exposure at default. EAD represents the amount owed to the lender at the time of default
Expected Loss,\text{E} \times L = \text{P} \times D * L \times GD * \text{E} \times AD,Credit Derivatives,This equation calculates the expected loss from credit exposure. EL represents the expected loss
Unexpected Loss,U \times L = L \times GD * \text{E} \times AD * s \times qr \times t \times (\text{P} \times D * (1 - \text{P} \times D)),Credit Derivatives,This equation calculates the unexpected loss (standard deviation of loss). UL represents the unexpected loss
Credit VaR,\text{C} \times re \times di \times t \text{V} \times aR = \text{E} \times L + z_{a}l \times ph \times a * U \times L,Credit Derivatives,This equation calculates the credit Value at Risk. Credit VaR represents the loss at a given confidence level
Merton Model,\text{E} \times qu \times it \times y = \text{C} \times al \times l \times (A \times ss \times et \times s,Credit Derivatives, sigma_A
Merton Default Probability,\text{P} \times D = N \times ((-l \times n \times (\text{V}/D) - (m \times u - 0.5 * s \times ig \times ma_{A}^{2}) * \text{T}) / (s \times ig \times ma_{A} * s \times qr \times t \times (\text{T}))),Credit Derivatives,This equation calculates the default probability under the Merton model. PD represents the default probability
Distance to Default,D \times D = (l \times n \times (\text{V}/D) + (m \times u - 0.5 * s \times ig \times ma_{A}^{2}) * \text{T}) / (s \times ig \times ma_{A} * s \times qr \times t \times (\text{T})),Credit Derivatives,This equation calculates the distance to default under the Merton model. DD represents the number of standard deviations the firm value is from the default threshold. Higher DD indicates lower default probability.
Credit Spread,s = -l \times n \times (Q \times (\text{T})) / \text{T},Credit Derivatives,This equation calculates the credit spread from survival probability. s represents the credit spread
Intensity-Based Spread,s = l \times am \times bd \times a + L \times GD * l \times am \times bd \times a,Credit Derivatives,This equation approximates the credit spread using hazard rate and loss given default. s represents the credit spread
CDS Spread,s_{c}d \times s = (1 - R) * l \times am \times bd \times a,Credit Derivatives,This equation approximates the CDS spread under constant hazard rate. s_cds represents the CDS spread
CDS Pricing (Protection Buyer),\text{P} \times V_{p}r \times em \times iu \times m = s \times um_{i=1}^{n} s * d \times el \times ta_{i} * Q \times (t_{i}) * D \times F_{i},Credit Derivatives,This equation calculates the present value of premium payments for a CDS. PV_premium represents the PV of premiums
CDS Pricing (Protection Seller),\text{P} \times V_{d}e \times fa \times ul \times t = s \times um_{i=1}^{n} (1 - R) * \text{E} \times AD * (Q \times (t_{i-1}) - Q \times (t_{i})) * D \times F_{i},Credit Derivatives,This equation calculates the present value of default leg payments. PV_default represents the PV of default payments
CDS Par Spread,s_{p}a \times r = \text{P} \times V_{d}e \times fa \times ul \times t / \text{P} \times V_{a}n \times nu \times it \times y,Credit Derivatives,This equation calculates the par CDS spread that makes the CDS value zero. s_par represents the par spread
CDS Value,V_{c}d \times s = \text{P} \times V_{d}e \times fa \times ul \times t - s * \text{P} \times V_{a}n \times nu \times it \times y,Credit Derivatives,This equation calculates the value of an existing CDS. V_cds represents the CDS value
CDS Delta,D \times el \times ta_{c}d \times s = (1 - R) * Q \times (\text{T}) / \text{P} \times V_{a}n \times nu \times it \times y,Credit Derivatives,"This equation calculates the delta of a CDS. Delta_cds represents the sensitivity to the survival probability Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
CDS DV01,D \times V01_{c}d \times s = D \times el \times ta_{c}d \times s * D \times V01_{b}o \times nd,Credit Derivatives,This equation calculates the DV01 of a CDS. DV01_cds represents the sensitivity to interest rate changes
Upfront Payment,U \times \text{P} = (s_{m}a \times rk \times et - s_{c}o \times up \times on) * D \times V01_{c}d \times s,Credit Derivatives,This equation calculates the upfront payment for a CDS. UP represents the upfront payment
CDS Index Spread,s_{i}n \times de \times x = s \times um_{i=1}^{n} w_{i} * s_{i},Credit Derivatives,This equation calculates the spread of a CDS index. s_index represents the index spread
Tranche Attachment Point,A \times \text{P} = s \times um_{i=1}^{k} w_{i},Credit Derivatives,This equation calculates the attachment point of a CDO tranche. AP represents the attachment point (percentage of portfolio losses that must occur before the tranche suffers losses)
Tranche Detachment Point,D \times \text{P} = s \times um_{i=1}^{k} w_{i} + w_{t}r \times an \times ch \times e,Credit Derivatives,This equation calculates the detachment point of a CDO tranche. DP represents the detachment point (percentage of portfolio losses that wipe out the tranche)
Expected Tranche Loss,\text{E} \times TL = i \times nt \times eg \times ra \times l_{A \times \text{P}}^{D \times \text{P}} (x - A \times \text{P}) * f_{L}(x) d \times x,Credit Derivatives,This equation calculates the expected loss of a CDO tranche. ETL represents the expected tranche loss
Tranche Spread,s_{t}r \times an \times ch \times e = \text{E} \times TL / \text{P} \times V_{a}n \times nu \times it \times y,Credit Derivatives,This equation calculates the spread of a CDO tranche. s_tranche represents the tranche spread
Gaussian Copula,\text{C} \times or \times r \times (L_{i},Credit Derivatives,Credit Derivatives - Structured Credit
Base Correlation,r \times ho_{b}a \times se = f \times (A \times \text{P},Credit Derivatives, market_spreads)
Compound Poisson Default Process,d \times N_{t} = l \times am \times bd \times a d \times t + d \times M_{t},Credit Derivatives,This equation models defaults as a compound Poisson process. dN_t represents the change in the number of defaults
Credit Migration Matrix,P_{i}j = \text{P} \times (t \times ra \times ns \times it \times io \times n f \times ro \times m r \times at \times in \times g i t \times o r \times at \times in \times g j),Credit Derivatives,This equation defines the credit migration probability. P_ij represents the probability that an obligor migrates from rating i to rating j over a given time period. Migration matrices are used in multi-period credit risk models.
Markov Chain Credit Model,\text{P} \times (t) = e \times xp \times (\text{M} * t),Credit Derivatives,This equation calculates the transition probability matrix for a Markov chain credit model. P(t) represents the transition matrix over time t
Credit Rating Migration,\text{P} \times D_{k}(t) = s \times um_{i=1}^{n} P_{i}(0) * P_{i}k \times (t),Credit Derivatives,This equation calculates the probability of being in rating k at time t. PD_k(t) represents the probability
Credit Portfolio Loss,L = s \times um_{i=1}^{n} L \times GD_{i} * \text{E} \times AD_{i} * L_{i},Credit Derivatives,This equation calculates the total loss from a credit portfolio. L represents the portfolio loss
Vasicek One-Factor Model,L_{i} = N \times ((Y_{i} - s \times qr \times t \times (r \times ho) * Z) / s \times qr \times t \times (1 - r \times ho)),Credit Derivatives,This is the Vasicek one-factor model for portfolio credit risk. L_i represents the default indicator for obligor i
Asymptotic Single-Risk Factor,\text{P} \times D_{i} = N \times ((N^{-1}(\text{P} \times D_{i}) - s \times qr \times t \times (r \times ho) * Z) / s \times qr \times t \times (1 - r \times ho)),Credit Derivatives,This equation gives the conditional default probability under the ASRF framework. PD_i represents the conditional PD for obligor i
Credit VaR under ASRF,\text{C} \times re \times di \times t \text{V} \times aR = L \times GD * \text{E} \times AD * (N \times ((N^{-1}(\text{P} \times D) + s \times qr \times t \times (r \times ho) * N^{-1}(0.999)) / s \times qr \times t \times (1 - r \times ho)) - \text{P} \times D),Credit Derivatives,This equation calculates the 99.9% credit VaR under the ASRF model. Credit VaR represents the unexpected loss at the 99.9% confidence level
Default Correlation,r \times ho_{i}j = \text{C} \times or \times r \times (L_{i},Credit Derivatives,Credit Derivatives - Credit Risk Basics
Asset Correlation,r \times ho_{a}s \times se \times t = \text{C} \times or \times r \times (V_{i},Credit Derivatives,Credit Derivatives - Credit Risk Basics
Recovery Rate Distribution,R \times R = f \times (e \times co \times no \times mi \times c c \times on \times di \times ti \times on \times s,Credit Derivatives, collateral)
Credit Spread Curve,s \times (t) = -l \times n \times (Q \times (t)) / t,Credit Derivatives,This equation defines the credit spread curve. s(t) represents the credit spread for maturity t
Risky Bond Price,P_{r}i \times sk \times y = s \times um_{i=1}^{n} \text{C} * Q \times (t_{i}) * D \times F_{i} + \text{F} * Q \times (\text{T}) * D \times F_{\text{T}},Credit Derivatives,This equation prices a risky corporate bond. P_risky represents the bond price
Credit Spread Option Payoff,\text{P} \times ay \times of \times f = m \times ax \times (s_{\text{T}} - \text{K},Credit Derivatives,"Credit Derivatives - Credit Derivatives Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Total Return Swap Payoff,\text{P} \times ay \times of \times f = (B \times on \times d R \times et \times ur \times n + \text{C} \times ou \times po \times n - L \times IB \times OR - \text{S} \times pr \times ea \times d) * N,Credit Derivatives,This equation gives the periodic payoff of a total return swap. Payoff represents the payment
Credit Linked Note Payoff,\text{P} \times ay \times of \times f = \text{F} - L \times GD * \text{E} \times AD * L_{d}e \times fa \times ul \times t,Credit Derivatives,This equation gives the payoff of a credit linked note at maturity. Payoff represents the payment
Synthetic CDO Construction,V_{c}d \times o = s \times um_{i=1}^{n} w_{i} * V_{c}d \times s,Credit Derivatives,Credit Derivatives - Structured Credit
First-to-Default Basket Payoff,\text{P} \times ay \times of \times f = (1 - R) * \text{E} \times AD * L_{1},Credit Derivatives,This equation gives the payoff of a first-to-default basket. Payoff represents the payment
Nth-to-Default Basket Payoff,\text{P} \times ay \times of \times f = (1 - R) * \text{E} \times AD * (s \times um_{i=1}^{n} L_{i} - s \times um_{i=1}^{n-1} L_{i}),Credit Derivatives,This equation gives the payoff of an Nth-to-default basket. Payoff represents the payment
Credit Triangle,s = \text{P} \times D * L \times GD,Credit Derivatives,This equation shows the relationship between credit spread
Hazard Rate from Spread,l \times am \times bd \times a = s / (1 - R),Credit Derivatives,This equation calculates the hazard rate from the CDS spread. lambda represents the hazard rate
CDS Curve Bootstrap,l \times am \times bd \times a_{i} = (s_{i} * (1 - R) - s \times um_{j=1}^{i-1} l \times am \times bd \times a_{j} * d \times el \times ta_{j} * Q \times (t_{j})) / (d \times el \times ta_{i} * Q \times (t_{i})),Credit Derivatives,This equation bootstraps the hazard rate curve from CDS spreads. lambda_i is the hazard rate for period i
