title,equation_latex,main_category,notes
Expected Return,E[R] = s \times um_{i=1}^{n} w_{i} * E[R_{i}],Portfolio Theory and Risk Management,This equation calculates the expected return of a portfolio. E[R] represents the portfolio expected return
Portfolio Variance,s \times ig \times ma^{2}_{p} = s \times um_{i=1}^{n} s \times um_{j=1}^{n} w_{i} * w_{j} * s \times ig \times ma_{i} * s \times ig \times ma_{j} * r \times ho_{i \times j},Portfolio Theory and Risk Management,This equation calculates the variance of a portfolio. sigma^2_p represents the portfolio variance
Portfolio Standard Deviation,s \times ig \times ma_{p} = s \times qr \times t \t \times im \times es (s \times ig \times ma^{2}_{p}),Portfolio Theory and Risk Management,This equation calculates the standard deviation (volatility) of a portfolio. sigma_p represents the portfolio volatility
Covariance,C \times ov \t \times im \times es (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Modern Portfolio Theory
Correlation Coefficient,r \times ho_{i \times j} = C \times ov \t \times im \times es (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Modern Portfolio Theory
Sharpe Ratio,S \times ha \times rp \times e = (E[R_{p}] - R_{f}) / s \times ig \times ma_{p},Portfolio Theory and Risk Management,This equation calculates the Sharpe ratio
Treynor Ratio,T \times re \times yn \times or = (E[R_{p}] - R_{f}) / b \times et \times a_{p},Portfolio Theory and Risk Management,This equation calculates the Treynor ratio
Jensen's Alpha,a \times lp \times ha = R_{p} - (R_{f} + b \times et \times a_{p} * (R_{m} - R_{f})),Portfolio Theory and Risk Management,This equation calculates Jensen's alpha
Information Ratio,__A \times BB \times R0__ = (R_{p} - R_{b}) / s \times ig \times ma_{t \times ra \times ck \times in \times g},Portfolio Theory and Risk Management,This equation calculates the information ratio
Tracking Error,s \times ig \times ma_{t \times ra \times ck \times in \times g} = s \times qr \times t \t \times im \times es (V \times ar \t \times im \times es (R_{p} - R_{b})),Portfolio Theory and Risk Management,This equation calculates the tracking error of a portfolio relative to a benchmark. sigma_tracking represents the standard deviation of the difference between portfolio return R_p and benchmark return R_b. Tracking error measures how closely the portfolio follows its benchmark.
Capital Allocation Line,R_{p} = R_{f} + (E[R_{m}] - R_{f}) / s \times ig \times ma_{m} * s \times ig \times ma_{p},Portfolio Theory and Risk Management,This equation defines the Capital Allocation Line (CAL). R_p represents the return of a portfolio on the CAL
Capital Market Line,R_{p} = R_{f} + (E[R_{m}] - R_{f}) / s \times ig \times ma_{m} * s \times ig \times ma_{p},Portfolio Theory and Risk Management,This equation defines the Capital Market Line (CML)
Security Market Line,E[R_{i}] = R_{f} + b \times et \times a_{i} * (E[R_{m}] - R_{f}),Portfolio Theory and Risk Management,This equation defines the Security Market Line (SML) from CAPM. E[R_i] represents the expected return of asset i
Beta,b \times et \times a_{i} = C \times ov \t \times im \times es (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Modern Portfolio Theory
Portfolio Beta,b \times et \times a_{p} = s \times um_{i=1}^{n} w_{i} * b \times et \times a_{i},Portfolio Theory and Risk Management,This equation calculates the beta of a portfolio. beta_p represents the portfolio beta
Efficient Frontier Optimization,m \times in \times si \times gm \times a^{2}_{p} s \times ub \times je \times ct \times to \times E[R_{p}] = t \times ar \times ge \times t_{r \times et \times ur \times n} a \times nd \times su \times m w_{i} = 1,Portfolio Theory and Risk Management,This equation defines the mean-variance optimization problem for finding the efficient frontier. The objective is to minimize portfolio variance subject to achieving a target return and the weights summing to 1. The efficient frontier contains all optimal portfolios.
Minimum Variance Portfolio,w_{m \times vp} = (S \times ig \times ma^{-1} * 1) / (1' * S \times ig \times ma^{-1} * 1),Portfolio Theory and Risk Management,This equation calculates the weights of the global minimum variance portfolio. w_mvp represents the portfolio weights
Tangency Portfolio,w_{t \times an} = (S \times ig \times ma^{-1} * (E[R] - R_{f} * 1)) / (1' * S \times ig \times ma^{-1} * (E[R] - R_{f} * 1)),Portfolio Theory and Risk Management,This equation calculates the weights of the tangency portfolio (maximum Sharpe ratio portfolio). w_tan represents the portfolio weights
Value at Risk (Parametric),V \times aR_{a \times lp \times ha} = m \times u_{p} - z_{a \times lp \times ha} * s \times ig \times ma_{p},Portfolio Theory and Risk Management,This equation calculates the parametric (normal) VaR. VaR_alpha represents the maximum loss at confidence level alpha
Value at Risk (Historical),V \times aR_{a \times lp \times ha} = -p \times er \times ce \times nt \times il \times e \t \times im \times es (r \times et \times ur \times ns,Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Expected Shortfall (CVaR),E \times S_{a \times lp \times ha} = E[L \times os \times s | L \times os \times s >= V \times aR_{a \times lp \times ha}],Portfolio Theory and Risk Management,This equation calculates Expected Shortfall (also called Conditional VaR or CVaR). ES_alpha represents the expected loss given that the loss exceeds VaR_alpha. ES is a coherent risk measure that considers tail risk beyond VaR.
Expected Shortfall (Normal),E \times S_{a \times lp \times ha} = m \times u_{p} - (p \times hi \t \times im \times es (z_{a \times lp \times ha}) / (1 - a \times lp \times ha)) * s \times ig \times ma_{p},Portfolio Theory and Risk Management,This equation calculates ES under the normal distribution. ES_alpha represents the expected shortfall
Incremental VaR,I \times Va \times R_{i} = V \times aR_{p \times or \times tf \times ol \times io} - V \times aR_{w \times it \times ho \times ut}_{i},Portfolio Theory and Risk Management,This equation calculates the incremental VaR of an asset. IVaR_i represents the change in portfolio VaR when asset i is removed. Incremental VaR helps identify which assets contribute most to portfolio risk. Positive IVaR means the asset increases risk.
Marginal VaR,M \times Va \times R_{i} = d \times el \times ta_{__A \times BB \times R0__} / d \times el \times ta_{w}_{i} = C \times ov \t \times im \times es (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Component VaR,C \times Va \times R_{i} = w_{i} * M \times Va \times R_{i},Portfolio Theory and Risk Management,This equation calculates the component VaR of an asset. CVaR_i represents the contribution of asset i to total portfolio VaR
Risk Contribution,R \times is \times k_{i} = w_{i} * C \times ov \t \times im \times es (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Maximum Drawdown,__A \times BB \times R0__ = m \times ax \t \times im \times es ((P \times ea \times k_{t} - T \times ro \times ug \times h_{t}) / P \times ea \times k_{t}),Portfolio Theory and Risk Management,This equation calculates the maximum drawdown of a portfolio. MDD represents the largest peak-to-trough decline
Average Drawdown,A \times DD = a \times ve \times ra \times ge \times of \times al \times l d \times ra \times wd \times ow \times ns,Portfolio Theory and Risk Management,This equation calculates the average drawdown of a portfolio. ADD represents the average of all drawdowns over the period. Average drawdown complements maximum drawdown by providing information about typical loss severity.
Sterling Ratio,S \times te \times rl \times in \times g = (E[R_{p}] - R_{f}) / a \times ve \times ra \times ge_{d \times ra \times wd \times ow \times n},Portfolio Theory and Risk Management,This equation calculates the Sterling ratio
Calmar Ratio,C \times al \times ma \times r = (E[R_{p}] - R_{f}) / __A \times BB \times R0__,Portfolio Theory and Risk Management,This equation calculates the Calmar ratio
Sortino Ratio,S \times or \times ti \times no = (E[R_{p}] - R_{f}) / s \times ig \times ma_{d \times ow \times ns \times id \times e},Portfolio Theory and Risk Management,This equation calculates the Sortino ratio
Downside Deviation,s \times ig \times ma_{d \times ow \times ns \times id \times e} = s \times qr \times t \t \times im \times es (a \times ve \times ra \times ge \times of \times mi \times n \t \times im \times es (R_{i} - R_{f},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Omega Ratio,O \times me \times ga \t \times im \times es (a \times lp \times ha) = E[m \times ax \t \times im \times es (R_{p} - a \times lp \times ha,Portfolio Theory and Risk Management, 0)]
Single-Factor Model,R_{i} = a \times lp \times ha_{i} + b \times et \times a_{i} * R_{m} + e \times ps \times il \times on_{i},Portfolio Theory and Risk Management,This equation defines the single-factor (market) model. R_i represents the return of asset i
Multi-Factor Model,R_{i} = a \times lp \times ha_{i} + s \times um_{j=1}^{k} b \times et \times a_{i \times j} * F_{j} + e \times ps \times il \times on_{i},Portfolio Theory and Risk Management,This equation defines a multi-factor model. R_i represents the return of asset i
Fama-French Three-Factor Model,R_{i} = a \times lp \times ha_{i} + b \times et \times a_{i} * (R_{m} - R_{f}) + s_{i} * S \times MB + h_{i} * H \times ML + e \times ps \times il \times on_{i},Portfolio Theory and Risk Management,This equation defines the Fama-French three-factor model. R_i represents the return
Carhart Four-Factor Model,R_{i} = a \times lp \times ha_{i} + b \times et \times a_{i} * (R_{m} - R_{f}) + s_{i} * S \times MB + h_{i} * H \times ML + m_{i} * M \times OM + e \times ps \times il \times on_{i},Portfolio Theory and Risk Management,This equation defines the Carhart four-factor model. R_i represents the return
Idiosyncratic Risk,s \times ig \times ma_{e \times ps \times il \times on}_{i}^{2} = V \times ar \t \times im \times es (R_{i}) - b \times et \times a_{i}^{2} * V \times ar \t \times im \times es (R_{m}),Portfolio Theory and Risk Management,This equation calculates the idiosyncratic (unsystematic) variance of an asset. sigma_epsilon_i^2 represents the variance of the asset-specific return
Systematic Risk,s \times ig \times ma_{s \times ys \times te \times ma \times ti \times c}^{2} = b \times et \times a_{i}^{2} * V \times ar \t \times im \times es (R_{m}),Portfolio Theory and Risk Management,This equation calculates the systematic variance of an asset. sigma_systematic^2 represents the variance due to market movements
R-squared,R^{2} = 1 - V \times ar \t \times im \times es (e \times ps \times il \times on_{i}) / V \times ar \t \times im \times es (R_{i}),Portfolio Theory and Risk Management,This equation calculates the R-squared of a factor model. R^2 represents the proportion of return variance explained by the factor model. R^2 close to 1 indicates that the factor model explains most of the return variation.
Tracking Error Volatility,T \times EV = s \times qr \times t \t \times im \times es (V \times ar \t \times im \times es (R_{p} - R_{b})),Portfolio Theory and Risk Management,This equation calculates the tracking error volatility. TEV represents the standard deviation of the active return (difference between portfolio return R_p and benchmark return R_b). TEV measures the active risk taken by the portfolio manager.
Active Share,A \times ct \times iv \times e S \times ha \times re = 0.5 * s \times um |w_{p},Portfolio Theory and Risk Management,i|
